GeneName	EntrezID	Inv_mean	Non_mean	Difference	p-value	q-value
RSPO2	340419	0.575231488396685	1.40937205080073	-0.834140562404044	3.71194683886021e-07	2.33031982329397e-05
COL18A1	80781	5.64708396574758	4.47901858459335	1.16806538115423	3.95334623699771e-07	2.44874094929569e-05
HJURP	55355	1.95191979273383	0.721236266303332	1.2306835264305	4.00228625698056e-07	2.44874094929569e-05
GTSE1	51512	1.82657243777652	0.834489050594415	0.992083387182102	4.01998432917914e-07	2.44874094929569e-05
CCM2	83605	5.18381247685881	4.42132147493056	0.762491001928245	3.95982724856995e-07	2.44874094929569e-05
NCAPH	23397	1.63630260791275	0.822145507755224	0.814157100157522	4.00224159910296e-07	2.44874094929569e-05
L3MBTL4	91133	1.26585121276068	1.86138460495672	-0.59553339219604	4.07253120969067e-07	2.47258909662041e-05
TEF	7008	2.76580989399791	3.70161792100688	-0.935808027008973	4.10920659477649e-07	2.48667626622261e-05
NPR1	4881	2.00735668947723	3.25937901170524	-1.25202232222801	4.23927873796616e-07	2.557005479302e-05
GATA6	2627	2.0273922714488	2.97586940094145	-0.94847712949265	4.32398727810774e-07	2.59960368703696e-05
CACNA1D	776	0.858620591888046	1.60901555341298	-0.750394961524934	4.57573285725324e-07	2.72433230149429e-05
PLAU	5328	6.12574618339528	4.33380267279741	1.79194351059786	4.68961270093652e-07	2.7751492420368e-05
HOMER3	9454	4.36462149985217	3.5895809347961	0.775040565056071	4.71898326545181e-07	2.77640654204266e-05
NFATC3	4775	2.03852511899779	2.80028544508232	-0.761760326084532	4.77853671483303e-07	2.79105861220485e-05
ANKRD6	22881	1.56384580308106	2.18711619062159	-0.62327038754053	4.82704438653862e-07	2.8104971054367e-05
SNX25	83891	3.43063555522797	4.51907224949365	-1.08843669426569	4.92260131993852e-07	2.85712114975174e-05
SCTR	6344	2.15317797273949	3.95463225003085	-1.80145427729136	5.12710357617355e-07	2.95721720954485e-05
TMEM116	89894	2.20645230584931	2.94368873024723	-0.737236424397921	5.116008936399e-07	2.95721720954485e-05
RNASE4	6038	4.23565273945007	5.32253014129735	-1.08687740184729	5.18766757613843e-07	2.98282805148869e-05
TMEM130	222865	1.76856950246752	3.45490028004646	-1.68633077757894	5.22300432445348e-07	2.99381959057261e-05
PRSS12	8492	1.5002233439714	3.19399085901673	-1.69376751504532	5.25890023912533e-07	3.00506259175035e-05
ADAMTS8	11095	1.34741584484696	2.6372945402739	-1.28987869542693	5.28287966110014e-07	3.00944783657177e-05
THY1	7070	5.21033067926436	3.96945932188558	1.24087135737878	5.36272629930371e-07	3.03619138976223e-05
ART4	420	0.680118961683372	1.34433546940681	-0.66421650772344	5.39598463704635e-07	3.04567854574815e-05
GPR87	53836	2.51978634553104	0.754200211325984	1.76558613420506	5.45975394371065e-07	3.07227678472767e-05
SMOX	54498	2.64375264958783	1.80174869963823	0.842003949949607	5.55842819619059e-07	3.11829511298145e-05
TYMS	7298	3.8853547721474	2.73200392395717	1.15335084819022	5.62069496437227e-07	3.14367172598239e-05
PXMP4	11264	2.39983811520022	3.29048786046696	-0.890649745266741	5.88362798320047e-07	3.27090727969672e-05
PCDHAC2	56134	0.7923140514353	1.84789000295082	-1.05557595151552	5.98723465512445e-07	3.30857455178539e-05
KCNJ15	3772	2.79734763204588	4.72634279369189	-1.92899516164601	6.19310691577692e-07	3.35060331678435e-05
SLC7A5	8140	4.34526794882823	2.9809111868809	1.36435676194732	6.17390981464014e-07	3.35060331678435e-05
CAT	10249	5.24058251946104	6.09019035582371	-0.849607836362669	6.18665076207084e-07	3.35060331678435e-05
MOSC2	54996	3.11126207385189	3.99933220172271	-0.888070127870817	6.13049895825128e-07	3.35060331678435e-05
C14orf80	283643	2.9377410479967	2.17034179887062	0.767399249126085	6.21171331069624e-07	3.35060331678435e-05
RANBP3L	202151	0.508561324952097	1.12296159943051	-0.614400274478412	6.26297959739178e-07	3.35060331678435e-05
PDE8A	5151	2.80886452988479	3.43905904730455	-0.630194517419762	6.18856236350779e-07	3.35060331678435e-05
FANCI	55215	2.49824087517411	1.64759103771918	0.850649837454934	6.41044735464289e-07	3.41958459030763e-05
PLA2G4F	255189	1.68359475598011	3.02027492161466	-1.33668016563456	6.49861403850363e-07	3.43824424925166e-05
NIPAL3	57185	3.16339371203296	3.96297880884112	-0.799585096808157	6.47990470765055e-07	3.43824424925166e-05
ROS1	6098	3.00728093551536	4.52518851778969	-1.51790758227432	6.53469750823533e-07	3.44602605455713e-05
CYS1	192668	1.35121213380194	2.50105930535678	-1.14984717155483	6.65814708747969e-07	3.50112309953312e-05
ITPR3	3710	4.49219723174808	5.36891258052916	-0.876715348781078	6.7374586829185e-07	3.53276349177917e-05
COL1A1	1277	8.9767521830639	6.66391930971596	2.31283287334794	6.79502060714333e-07	3.55285255937803e-05
CTHRC1	115908	6.07908451771013	4.24062767170185	1.83845684600828	6.83151389925433e-07	3.56184327792478e-05
PHACTR2	9749	2.49978949374582	3.25590528861477	-0.756115794868948	6.92936462126879e-07	3.59256412401006e-05
GPR160	26996	3.79175252815777	5.1042564881667	-1.31250396000893	7.04916496551022e-07	3.6297610198848e-05
DLGAP5	9787	2.28305881559453	1.02120323325791	1.26185558233662	7.06010839323099e-07	3.6297610198848e-05
C1orf21	81563	1.96352093372064	2.8489411607055	-0.885420226984857	7.05852656103605e-07	3.6297610198848e-05
MAGI3	260425	2.65816279159372	3.62054596658334	-0.962383174989618	7.16736565216052e-07	3.67466855116463e-05
THRB	7068	1.06855168109174	1.66249153181091	-0.593939850719164	7.23727579932329e-07	3.70023267113878e-05
LTBP2	4054	4.63586460250565	5.7110094917936	-1.07514488928794	7.3066137788616e-07	3.72536382642123e-05
TPPP	11076	1.6979312258665	2.78643650260216	-1.08850527673566	7.41040446280067e-07	3.74722836081951e-05
UBE2C	11065	4.6841524275344	2.72484613924177	1.95930628829263	7.43894801836723e-07	3.75138425068317e-05
RUVBL2	10856	5.15542158374159	4.54741184883709	0.608009734904496	7.48726257789598e-07	3.76546063760834e-05
FAM189A2	9413	1.9280526339017	3.18789807906694	-1.25984544516524	7.54646016133854e-07	3.78491889124526e-05
MCM5	4174	4.41797874559051	3.72214877149307	0.695829974097432	7.57104978664109e-07	3.78696113582749e-05
RGS13	64407	1.0333036292117	1.8926743505712	-0.859370721359506	7.9112823903197e-07	3.94644700211164e-05
P4HA3	283208	1.89574237484303	0.968365017599405	0.927377357243628	7.96639935600679e-07	3.96322999767702e-05
SLC12A8	84561	2.74591459624407	1.82205789434753	0.923856701896541	8.3217484115519e-07	4.09585361152036e-05
SPATA6	54558	1.48288791427743	2.20811988014205	-0.72523196586461	8.34796924339105e-07	4.09783160439544e-05
TRAM1	23471	6.34296955054238	7.15504118975675	-0.812071639214364	8.50828146360064e-07	4.1654469754291e-05
CENPW	387103	3.49046260769953	2.43414815999166	1.05631444770786	8.62537303931769e-07	4.19876810686417e-05
EXO1	9156	1.54990417371447	0.586841309531654	0.963062864182821	8.66371269959346e-07	4.19876810686417e-05
ALDH5A1	7915	2.71583041458556	3.49106407130999	-0.775233656724431	8.66733840123123e-07	4.19876810686417e-05
DMD	1756	1.69422355647279	2.42586769389003	-0.731644137417238	8.64138666462426e-07	4.19876810686417e-05
MAMDC2	256691	2.26901021997744	3.81718989370118	-1.54817967372374	8.69227188360331e-07	4.19982361664048e-05
MOV10	4343	3.92792668971667	3.30781440090693	0.620112288809738	8.74449588146913e-07	4.21402507791843e-05
RBMS3	27303	1.71458731074259	2.50141742264562	-0.786830111903021	8.79859399978532e-07	4.2290533711989e-05
SLC2A5	6518	2.38414199693367	1.18902085465294	1.19512114228073	8.87086718866297e-07	4.25271677145851e-05
AQP4	361	3.55521983953604	5.57077682827708	-2.01555698874104	9.04024166790826e-07	4.31151784146209e-05
CDK1	983	3.73726963040821	2.57567019857029	1.16159943183792	9.18224273219302e-07	4.35902919254841e-05
C16orf59	80178	1.91126989982925	0.955679953413636	0.95558994641561	9.21656368402421e-07	4.36179784400089e-05
PGCP	10404	4.03917279116663	4.75666414587484	-0.717491354708208	9.25720483590407e-07	4.36982684542919e-05
ADH1A	124	0.509417200829922	1.25597488781504	-0.746557686985115	9.31386254906958e-07	4.3853561496984e-05
ALDOA	226	9.13290472440877	8.19438027760239	0.938524446806378	9.3397045435196e-07	4.38633401424278e-05
BAAT	570	0.634009706074018	2.30565725131951	-1.67164754524549	9.3745789948352e-07	4.39153818547394e-05
IGFALS	3483	0.477696853934818	1.24015969130085	-0.762462837366032	9.44400204135156e-07	4.40171579992995e-05
SLC15A2	6565	2.09859485939139	3.27416524450839	-1.17557038511699	9.53809617636918e-07	4.42323218912678e-05
GJB3	2707	2.13146389525183	0.609552841487988	1.52191105376384	9.83037356759245e-07	4.48409760724444e-05
CYB5A	1528	6.87885295158557	8.13472962656164	-1.25587667497607	9.81842335029986e-07	4.48409760724444e-05
FAT4	79633	1.06695825232673	1.80311312984275	-0.736154877516023	9.80258585679265e-07	4.48409760724444e-05
CECR2	27443	0.560579583465987	1.23900033565367	-0.678420752187687	9.71989188365197e-07	4.48409760724444e-05
UBE2T	29089	3.70472733765948	2.48113676349337	1.22359057416611	9.87233713154054e-07	4.48802281864147e-05
DUOX1	53905	2.02104386482616	3.3515339797158	-1.33049011488963	9.95987067826757e-07	4.51669123117407e-05
CDC25C	995	1.27152221457935	0.43855554771654	0.832966666862814	1.0031056583474e-06	4.53782380787205e-05
DTL	51514	1.97940661041013	1.00842121415592	0.970985396254217	1.0076927174876e-06	4.54742896984565e-05
CENPM	79019	2.96249584014611	1.97041320357047	0.992082636575639	1.01101496258722e-06	4.55129345474935e-05
APOH	350	1.05529575282011	2.97085804986012	-1.91556229704002	1.02387124137144e-06	4.58679405388173e-05
IQGAP3	128239	2.0775381295986	0.909514542227691	1.16802358737091	1.05080649984333e-06	4.69606188077685e-05
TOMM40	10452	4.62074993160154	4.02612916159033	0.594620770011211	1.05669748669588e-06	4.7109820077164e-05
C9orf140	89958	2.02651938111697	0.959972906587951	1.06654647452902	1.07282726492766e-06	4.76862808346944e-05
PION	54103	3.24930921698883	4.03084906869277	-0.781539851703938	1.07688310873405e-06	4.76862808346944e-05
ATAD3A	55210	3.57457180837881	2.96472919514768	0.609842613231137	1.07737872395663e-06	4.76862808346944e-05
FAM150A	389658	0.81251782623447	1.95202458449608	-1.13950675826161	1.10478676858532e-06	4.87824148032996e-05
CTDSPL	10217	3.48509355114785	4.3119576742044	-0.826864123056553	1.13130879175174e-06	4.97156342127664e-05
SULF1	23213	5.3917753127429	3.34899515121237	2.04278016153053	1.14768440439681e-06	5.03154656815962e-05
OSBPL1A	114876	3.49909197371768	4.20640126114214	-0.707309287424454	1.15850166524114e-06	5.05495632041505e-05
ADH1B	125	4.58999706702313	6.59770036087193	-2.0077032938488	1.16947945975044e-06	5.07884291496797e-05
MMP14	4323	6.87374041271403	5.4696527879915	1.40408762472253	1.18900593749952e-06	5.1515217343729e-05
MAD2L1	4085	3.43222945134495	2.19743771765367	1.23479173369128	1.21257554050903e-06	5.22909036242409e-05
INMT	11185	3.74369481882008	5.42268899995505	-1.67899418113497	1.21874681336186e-06	5.24345219911885e-05
RAD54L	8438	1.36942201419838	0.626034318549802	0.743387695648582	1.22668957036705e-06	5.26535102331737e-05
CCNA2	890	2.79284700178089	1.62092597594863	1.17192102583226	1.24346245605583e-06	5.31246306995208e-05
UBL3	5412	4.29136110987191	4.95545660135841	-0.6640954914865	1.24630032469483e-06	5.31246306995208e-05
MXD3	83463	2.60317448499129	1.89926815392699	0.703906331064294	1.26666070447566e-06	5.37442680977178e-05
FHL1	27259	4.22191912771471	5.60418285735858	-1.38226372964387	1.2728195913372e-06	5.37584237924732e-05
SCUBE2	57758	1.63585063318987	3.04784052049955	-1.41198988730967	1.2825188696164e-06	5.37987517647951e-05
LEPREL4	10609	3.6430538860814	2.73024059595683	0.912813290124579	1.27988963877954e-06	5.37987517647951e-05
NR3C2	4306	1.9115093002639	2.8131289025559	-0.901619602291995	1.29597781277175e-06	5.42400509984765e-05
C17orf62	79415	5.66771086677506	5.05571317602048	0.611997690754579	1.29920165262439e-06	5.42519567929602e-05
IRX1	79192	0.418263616131875	1.46425312092365	-1.04598950479178	1.32914497348986e-06	5.5206896651373e-05
ANO5	203859	0.682152275994358	1.32605422563734	-0.643901949642982	1.33104345288297e-06	5.5206896651373e-05
IRX2	153572	2.47149992072751	4.47513859310225	-2.00363867237474	1.33456686013849e-06	5.52289249721439e-05
PLIN3	10226	5.11121707449252	4.49553269484492	0.615684379647594	1.34232655778148e-06	5.54257746688429e-05
CBX7	23492	3.33752780346401	4.12279565654597	-0.785267853081968	1.34936001979362e-06	5.55918256368992e-05
LOC285441	285441	0.277394334668049	1.00597399556542	-0.728579660897369	1.35872785736086e-06	5.58530959093751e-05
NME1	6023	6.45104290059381	5.51230219716177	0.938740703432043	1.39349590676649e-06	5.70282792709291e-05
ATOX1	475	5.91560921355798	5.29480887849666	0.620800335061325	1.39948527986741e-06	5.71466809967099e-05
KPNA2	3838	5.15590418797109	4.06482984278456	1.09107434518653	1.41135894773115e-06	5.74926605328918e-05
TTC33	23548	2.03654503127578	2.64089807776182	-0.604353046486048	1.42388074758151e-06	5.77594878200264e-05
COL3A1	1281	9.20551005642348	7.11810891546393	2.08740114095955	1.42858804875798e-06	5.78233544208905e-05
NKD1	85407	0.771516581417527	1.44668088745805	-0.675164306040519	1.43703059670791e-06	5.79110779987727e-05
TLR5	7100	1.64530351533431	2.26327330329262	-0.61796978795831	1.43502907700864e-06	5.79110779987727e-05
GDF10	2662	1.11846329877164	2.19470383329239	-1.07624053452076	1.44330491075044e-06	5.80372085789127e-05
KLC4	89953	3.62455332197746	4.23342251496625	-0.608869192988793	1.49828600754552e-06	5.97275698515501e-05
PTPN13	5783	2.97272864276768	4.46381441588577	-1.49108577311808	1.52752417381543e-06	6.06312122066912e-05
ACSS1	84532	3.27788387327792	4.01184856909934	-0.733964695821415	1.53085800692439e-06	6.0633146424471e-05
PLAUR	5329	5.89605664556893	4.51680858710424	1.37924805846468	1.54738144655909e-06	6.10256823913272e-05
SKA1	220134	1.31241726596166	0.579129315913449	0.733287950048211	1.57576713276921e-06	6.20126523870391e-05
SYDE2	84144	1.15253907533106	1.95942385531365	-0.806884779982584	1.60271258276801e-06	6.26721740257397e-05
ATP8A1	10396	2.79311523028563	3.73837422321871	-0.945258992933074	1.65606219178292e-06	6.42141593986078e-05
CDCA8	55143	2.36495213095421	1.36026391730735	1.00468821364686	1.65538262435888e-06	6.42141593986078e-05
PRC1	9055	2.99220584891833	1.91141606446348	1.08078978445485	1.66496707538214e-06	6.44241033759499e-05
SFTA1P	207107	3.44177967100108	5.5305201412955	-2.08874047029442	1.67694525466981e-06	6.4751838003014e-05
CENPK	64105	2.21305493369789	1.31060997163703	0.902444962060856	1.69209937470262e-06	6.48944797800446e-05
FAM45B	55855	2.95974502221243	2.20937611866822	0.750368903544214	1.69470332415785e-06	6.48944797800446e-05
KIAA0664L3	100132341	1.55667358359733	2.27795456068271	-0.721280977085383	1.68583868479887e-06	6.48944797800446e-05
MAGEH1	28986	3.8777619142999	4.67238806865014	-0.794626154350234	1.70097382510135e-06	6.49997389024752e-05
MELK	9833	2.58440634391022	1.11942590781934	1.46498043609088	1.72812240236944e-06	6.57648560423357e-05
CDKL2	8999	1.67460101952928	2.89452130314533	-1.21992028361605	1.74425433802825e-06	6.61061649219455e-05
RECQL4	9401	2.51939824938417	1.43736159171678	1.08203665766739	1.80337549559702e-06	6.80672832765527e-05
FZD5	7855	2.50234898304799	3.31889116021031	-0.816542177162325	1.82442679868004e-06	6.83031347327331e-05
TBX4	9496	2.05009057437605	3.25998760981904	-1.20989703544298	1.86339530478764e-06	6.96108749786283e-05
TRAIP	10293	1.46375767352401	0.869661357476076	0.594096316047935	1.86690053174519e-06	6.96108749786283e-05
CCNE1	898	1.85922913361024	1.00213413536077	0.85709499824947	1.90876688895697e-06	7.08855341438205e-05
MYOZ1	58529	0.726341316126425	1.4014785841417	-0.675137268015279	1.90671601628225e-06	7.08855341438205e-05
TFPT	29844	3.5645471262715	2.97827524234205	0.586271883929454	1.92432089193725e-06	7.11904999049227e-05
C8orf34	116328	0.759725690967439	1.51279036215986	-0.753064671192421	1.93677916036907e-06	7.14942659258638e-05
CPA3	51200	3.88184781207993	5.47804132246868	-1.59619351038875	2.01687277658985e-06	7.37216203812013e-05
RTN4RL1	146760	0.858428437699711	1.75646174859192	-0.898033310892208	2.00664295178844e-06	7.37216203812013e-05
WASF3	10810	1.45049245281214	2.30139168721679	-0.850899234404653	2.02108359499853e-06	7.37216203812013e-05
SYNPO	11346	4.44767561509605	5.19891408071824	-0.75123846562219	2.0206376430061e-06	7.37216203812013e-05
PLXNA2	5362	2.35401835339767	3.26244927454474	-0.908430921147072	2.03065030990994e-06	7.37789621456844e-05
ZSWIM5	57643	0.874667612182254	1.56651105154533	-0.69184343936308	2.02965413412554e-06	7.37789621456844e-05
NPHP1	4867	1.42599749342285	2.03457368121864	-0.608576187795788	2.05230441024413e-06	7.44192190567306e-05
SKA3	221150	1.34975101647639	0.524533641278522	0.825217375197865	2.05852457477088e-06	7.44984079932277e-05
RERG	85004	2.52400893894752	3.39817683145978	-0.874167892512263	2.14789452299436e-06	7.72781466099549e-05
MTSS1	9788	2.89615896315313	3.96231521202715	-1.06615624887401	2.1521544347584e-06	7.72807673197195e-05
ABCA8	10351	1.60726374608299	2.69193958622425	-1.08467584014127	2.15797610047352e-06	7.73393492940577e-05
PIGR	5284	6.00250459931269	8.6473053950702	-2.64480079575751	2.17432796861933e-06	7.77743630170676e-05
S100A2	6273	3.98918645824631	1.86214594494361	2.1270405133027	2.18606778074024e-06	7.79158492785654e-05
TNFRSF6B	8771	3.41590628580287	1.67898426517315	1.73692202062973	2.18760414859304e-06	7.79158492785654e-05
CERS2	29956	5.72269774197937	6.5309432569307	-0.808245514951321	2.19899457964219e-06	7.79158492785654e-05
MRPL12	6182	5.70279245439945	4.93523663201729	0.76755582238216	2.19413723346327e-06	7.79158492785654e-05
NARF	51444	4.97722930596137	4.34028414341087	0.6369451625505	2.24122592924486e-06	7.92457988047362e-05
ZNF429	353088	1.82976964673978	2.57541119573276	-0.745641548992977	2.25081459265942e-06	7.94326671830112e-05
RGL1	64333	3.23869182859794	4.00141670421635	-0.762724875618414	2.25651275674459e-06	7.94817861664788e-05
ZNF704	619279	1.54949422118986	2.39066599420171	-0.841171773011848	2.26633389140594e-06	7.96756659689131e-05
IFT57	55081	4.38796061715803	5.32953011148207	-0.941569494324045	2.30631859120782e-06	8.04682840036345e-05
NRXN3	9369	0.660620286433766	1.34596443760091	-0.685344151167147	2.30341025178626e-06	8.04682840036345e-05
LRP6	4040	2.2747236494231	2.92552327977387	-0.650799630350768	2.32480646921377e-06	8.09602886835445e-05
PLEKHN1	84069	1.99557136128508	1.29860977987018	0.696961581414902	2.38088638118727e-06	8.27570996941121e-05
CYP4X1	260293	1.98225446259421	3.2903371304662	-1.30808266787199	2.39176096331591e-06	8.2978819736695e-05
PFKP	5214	5.48994210330522	4.1620553157554	1.32788678754982	2.39774449510328e-06	8.3030337985218e-05
WWC2	80014	2.25843928247924	3.19972439343311	-0.941285110953866	2.47332626327358e-06	8.53274445630663e-05
TMEM220	388335	1.19648274080827	1.79984382210789	-0.603361081299618	2.51063654037855e-06	8.60716468855339e-05
TTC39A	22996	2.77160829724174	3.93467884713737	-1.16307054989563	2.53095109352143e-06	8.65069709872685e-05
PSMG3	84262	5.45078115677786	4.4202795536054	1.03050160317246	2.53736026256497e-06	8.65657271093562e-05
PLA2G1B	5319	1.75608868612066	3.59757687386534	-1.84148818774468	2.57750095797998e-06	8.77729431391818e-05
LZTS1	11178	1.9013897190392	1.20275466481304	0.698635054226155	2.59343123217015e-06	8.81527813115366e-05
SULF2	55959	3.97952777123902	2.78873747276322	1.19079029847581	2.60479753030287e-06	8.82001608578262e-05
NCAPG	64151	1.84197213757767	0.778106583519236	1.06386555405843	2.5996225198413e-06	8.82001608578262e-05
UNC13B	10497	3.89953777045297	4.76597724047676	-0.866439470023791	2.61119514625454e-06	8.82001608578262e-05
CHST1	8534	1.66134179933134	0.9815503224467	0.679791476884636	2.61393985963217e-06	8.82001608578262e-05
SLC22A3	6581	2.2687471445049	3.59022345773417	-1.32147631322927	2.65371976085296e-06	8.87313507718533e-05
TLR2	7097	3.6593473443867	4.55779943998861	-0.898452095601915	2.65093400802887e-06	8.87313507718533e-05
EPB41L5	57669	3.03622115643811	3.92653167484205	-0.890310518403945	2.63845190928799e-06	8.87313507718533e-05
CDCA2	157313	1.2194902999235	0.483434817739198	0.736055482184304	2.65282061728971e-06	8.87313507718533e-05
MAN1C1	57134	2.50984973300651	3.31232383415575	-0.802474101149245	2.67498624793356e-06	8.91195328124723e-05
RHOC	389	6.84741345531822	6.20114311299735	0.646270342320873	2.6713557864895e-06	8.91195328124723e-05
ST7	93655	3.48870831105261	4.17639516045927	-0.687686849406657	2.70413456898406e-06	8.97665678772279e-05
SOX13	9580	2.56750743282533	3.40116818422434	-0.833660751399006	2.75420302853568e-06	9.12644978414417e-05
GALNT14	79623	2.52704299885674	1.07708354515354	1.4499594537032	2.77264521855138e-06	9.13333246213904e-05
PFKFB2	5208	2.82036920315151	3.6224909472987	-0.802121744147193	2.77607385342147e-06	9.13333246213904e-05
CRIM1	51232	3.97155345797633	4.82383482786229	-0.852281369885958	2.78796801507039e-06	9.13988022276274e-05
CDCA4	55038	3.06082112362279	2.35980202870556	0.701019094917232	2.81793288397856e-06	9.18914968897391e-05
C17orf53	78995	1.13255534300865	0.518038431701294	0.614516911307354	2.81610442200472e-06	9.18914968897391e-05
MCM10	55388	1.21018673859523	0.42676175643846	0.783424982156772	2.82491986540493e-06	9.19568711742131e-05
CENPA	1058	1.70539251509879	0.687681546199888	1.01771096889891	2.84102200586008e-06	9.23182097925342e-05
SHH	6469	0.628093845240637	1.45423752945781	-0.826143684217173	2.88290113160747e-06	9.35144221196469e-05
FGFR2	2263	2.44267916668455	3.42766531787334	-0.984986151188796	2.8889615149737e-06	9.35466011962626e-05
APOL2	23780	4.48422221872317	3.69016991515871	0.794052303564462	2.90547672997385e-06	9.37524195893833e-05
C16orf89	146556	5.56639598722222	7.96638459519869	-2.39998860797648	2.92238419458311e-06	9.39191426136342e-05
EGLN3	112399	3.55752560956355	2.09440965343952	1.46311595612403	2.93067449272262e-06	9.39191426136342e-05
AXIN2	8313	2.51031189763123	3.28630498163047	-0.77599308399924	2.92778752761517e-06	9.39191426136342e-05
DIXDC1	85458	1.90415077255641	2.49585805415448	-0.591707281598068	2.93099778650123e-06	9.39191426136342e-05
SLIRP	81892	6.29789318387812	5.64910513229044	0.64878805158768	2.94136317739083e-06	9.40879378944585e-05
FXYD1	5348	2.93497406748602	4.17257016332856	-1.23759609584254	2.96521863717704e-06	9.45996930856033e-05
C1orf116	79098	4.5662661504214	6.22715622923783	-1.66089007881643	3.04572837268158e-06	9.69224285768689e-05
SLC25A23	79085	3.86335456943683	4.54175828357124	-0.678403714134412	3.07938133673676e-06	9.78246838763344e-05
CPAMD8	27151	1.58862016335508	2.81666985953677	-1.22804969618169	3.18582861474617e-06	0.000100514254260462
TGFBR3	7049	2.0555409462826	2.97303724611933	-0.917496299836724	3.18106485681149e-06	0.000100514254260462
HTRA3	94031	4.87575080319472	3.40492452276019	1.47082628043453	3.23468376548124e-06	0.000101534963026339
CDKN3	1033	2.91420386946469	1.6572489726468	1.25695489681789	3.29147616046521e-06	0.000103142233435834
TYMP	1890	7.07420016833696	5.92568907329406	1.1485110950429	3.35902178341696e-06	0.0001043728367955
C1orf186	440712	1.27614790128127	2.04226026609021	-0.766112364808935	3.45404862184924e-06	0.000106607651193096
TNFRSF19	55504	2.66227989533283	3.77990541070122	-1.1176255153684	3.46147164039966e-06	0.000106658400779393
ABI3BP	25890	3.12160632312983	4.11645752480742	-0.994851201677592	3.47768788384117e-06	0.000106979475453428
IMPDH1	727833	4.83862144461163	4.18012864679589	0.658492797815744	3.50494118374188e-06	0.000107638434988892
NFIA	4774	2.00173562029285	2.71531315165318	-0.71357753136033	3.51127377441606e-06	0.000107653787465776
ASAP3	55616	2.56635504709531	3.30143335986508	-0.735078312769771	3.55570529347259e-06	0.000108835244778812
TMEM158	25907	1.74589980214645	0.565192734046284	1.18070706810016	3.58262295053289e-06	0.000109477602314546
TMEM50B	757	4.39248242846348	4.99227530457606	-0.599792876112576	3.73473758543128e-06	0.000113749260089613
PRR11	55771	1.92640376043768	1.00919002535571	0.917213735081971	3.78575066718981e-06	0.000114734975475078
FRMD4B	23150	2.77345548797684	3.43220112365997	-0.658745635683129	3.78121280451658e-06	0.000114734975475078
SLC34A2	10568	7.53298374630263	9.62499825837974	-2.09201451207711	3.88248564975824e-06	0.000117089930780372
ASF1B	55723	3.00619621392223	1.98973531877605	1.01646089514618	3.88026496875071e-06	0.000117089930780372
BUB1B	701	1.92958233340044	0.948133934992227	0.981448398408214	3.88948571097584e-06	0.000117109686406984
CRYM	1428	2.72018728046432	5.25463059493106	-2.53444331446674	3.9743603136128e-06	0.000119109571838147
AK4	205	2.42888567725196	1.0634242717207	1.36546140553126	3.9752666333802e-06	0.000119109571838147
COL11A1	1301	3.01809829441661	0.588788011752816	2.4293102826638	4.19091442061611e-06	0.00012416398647821
LOC100132707	NA	1.78357259620698	2.38612145503121	-0.60254885882423	4.19104749287127e-06	0.00012416398647821
SELENBP1	8991	5.80043592205555	7.27860041686935	-1.4781644948138	4.21880963570135e-06	0.000124424525572248
SPAG4	6676	2.84373701808075	1.63700588560844	1.20673113247232	4.22006572076865e-06	0.000124424525572248
LOC541471	NA	4.36471736081889	3.45279492879341	0.911922432025482	4.21212366733167e-06	0.000124424525572248
FUCA1	2517	5.51729213327858	6.16398165313759	-0.646689519859011	4.23085216768764e-06	0.000124543602007992
KIF18B	146909	1.34083519884647	0.497649063937105	0.843186134909361	4.25797029092745e-06	0.000125142289266955
GLS2	27165	1.38045421308897	2.51400815738963	-1.13355394430067	4.29611503915821e-06	0.000126062631602135
EIF4EBP1	1978	5.0166237414522	4.15191788036933	0.864705861082872	4.31598400828726e-06	0.000126444629906282
CAMK1D	57118	2.54355606704382	3.600016976914	-1.05646090987018	4.38530600625055e-06	0.000127664973118875
CPXM1	56265	3.15972242267767	1.82721753695931	1.33250488571836	4.45465159962085e-06	0.000129073005610992
EPHX4	253152	1.86086556247351	0.755025231864974	1.10584033060854	4.46757176595487e-06	0.000129244470351456
MGP	4256	7.15425455441978	8.15608900319407	-1.00183444877429	4.71468323028021e-06	0.00013575492727189
RBL2	5934	4.36545377482248	5.05014848417089	-0.684694709348408	4.7328073486036e-06	0.000136064525285322
NTN4	59277	3.85700456127527	4.83715703675415	-0.980152475478878	4.87260908061077e-06	0.000139247302832017
ZDHHC1	29800	2.3002358512473	3.06333187097649	-0.763096019729191	4.86383461895047e-06	0.000139247302832017
PPP1R9A	55607	1.42189635856911	2.15889021207293	-0.736993853503823	4.87369332120512e-06	0.000139247302832017
ACSM3	6296	2.51263650398984	3.63138194481374	-1.11874544082391	4.89000037500465e-06	0.000139323009048959
TIMP1	7076	9.14857277693921	8.21572026131858	0.932852515620626	4.89144009664222e-06	0.000139323009048959
FER1L4	80307	2.03403281187044	0.945979411270513	1.08805340059993	4.93608616045344e-06	0.000140043137456562
PAQR5	54852	1.3856831951069	2.29102615018802	-0.905342955081122	4.93948542472895e-06	0.000140043137456562
FAM54A	113115	1.49279786176691	0.828049172046926	0.664748689719987	4.93732929859496e-06	0.000140043137456562
THBS2	7058	5.37620781954868	3.69435140833145	1.68185641121723	5.0744023808249e-06	0.000142829654183276
